OrderID,CustomerID,CustomerName,OrderDate,Product,Category,Quantity,UnitPrice,BaseCost,TotalPrice,Tax,TotalPriceWithTax,Country,PointOfSale,SalesAgent,Segment,PaymentMethod,Discount
FA-69228,98870,Raymond Adams DDS,2023-11-20,Keyboard,Accessories,1,294.01,225.03,294.01,44.1,338.11,Niger,Store A,Kelsey Turner,Online,Paypal,0.0
FA-57180,29342,Kristopher Williams,2023-03-12,Mouse,Accessories,8,337.83,240.36,2702.64,405.4,3108.04,Costa Rica,Store C,Bryan Perkins,Corporate,Credit Card,0.0
FA-59213,67005,Jennifer Durham,2023-04-19,Tablet,Mobile Devices,4,405.06,295.71,1620.24,243.04,1863.28,United States Virgin Islands,Online Platform,Theresa Yates,Corporate,Paypal,0.0
FA-6092,17494,Monica Anderson,2024-04-06,Keyboard,Accessories,5,222.6,131.31,1113.0,166.95,1279.95,Denmark,Online Platform,Bonnie Guzman,Wholesale,Wire Transfer,0.0
FA-62891,57362,Melissa Moran,2024-02-01,Laptop,Electronics,2,762.0,515.42,1524.0,228.6,1752.6,Korea,Online Platform,Joseph Lewis,Corporate,Cash,0.0
FA-57836,84710,Timothy Esparza,2023-11-28,Laptop,Electronics,5,601.49,398.5,3007.45,451.12,3458.57,Albania,Online Platform,Julie Oneill,Wholesale,Paypal,0.0
FA-61306,13084,marie davis,2023-04-24,Keyboard,Accessories,6,430.62,324.05,2583.72,387.56,2971.28,Cyprus,Store A,Robert Nunez,Retail,Cash,0.05
FA-34264,43544,Joyce Pena,2024-05-18,Tablet,Mobile Devices,4,802.35,599.32,3209.4,481.41,3690.81,Estonia,Store C,Tonya Walls,Corporate,Wire Transfer,0.18
FA-52226,30530,William Blackwell,2024-05-07,Keyboard,Accessories,7,170.56,126.54,1193.92,179.09,1373.01,Afghanistan,Store C,Brian Jones,Retail,Paypal,0.0
FA-56199,43754,Debbie Hughes,2024-08-28,Monitor,Electronics,3,506.06,311.6,1518.18,227.73,1745.91,Barbados,Store A,Tracey Morales,Online,Cash,0.0
FA-26408,56434,Vanessa Simmons,2023-10-17,Tablet,Mobile Devices,6,645.43,475.2,3872.58,580.89,4453.47,Congo,Online Platform,Tonya Walls,Wholesale,Wire Transfer,0.0
FA-7166,72635,Sonya Williamson,2023-07-21,Mouse,Accessories,7,485.33,251.65,3397.31,509.6,3906.91,Montenegro,Store C,Carl Gutierrez,Corporate,Credit Card,0.0
FA-1875,91814,Teresa Gilbert,2023-01-02,Laptop,Electronics,7,54.52,32.28,381.64,57.25,438.89,Myanmar,Store C,Julie Oneill,Retail,Paypal,0.0
FA-6262,61756,James Hoffman,2023-06-11,Tablet,Mobile Devices,10,502.43,262.04,5024.3,753.64,5777.94,Monaco,Online Platform,James Patterson,Online,Credit Card,0.0
FA-95690,79384,Dawn Castro,2023-10-07,Keyboard,Accessories,1,689.41,529.26,689.41,103.41,792.82,Hong Kong,Store B,Jonathan Singleton,Wholesale,Cash,0.0
FA-59116,78400,Darlene Allen,2024-09-24,Tablet,Mobile Devices,-2,473.76,242.12,947.52,142.13,-3274.4,Suriname,Store B,Amy Wells,Online,Cash,0.0
FA-50082,82902,Rebecca Beard,2024-09-16,Tablet,Mobile Devices,6,757.68,477.45,4546.08,681.91,5227.99,Bahrain,Online Platform,Robert Nunez,Corporate,Wire Transfer,0.0
FA-9511,57430,Calvin Wheeler,2023-10-16,Mouse,Accessories,5,772.73,533.47,3863.65,579.55,4443.2,Belgium,Online Platform,Barbara Williams,Wholesale,Credit Card,0.06
FA-9511,4261,Calvin Wheeler,2023-10-16,Mouse,Accessories,5,772.73,533.47,3863.65,579.55,4443.2,Western Sahara,Online Platform,Barbara Williams,Wholesale,Credit Card,0.28
FA-24358,5376,Megan Arnold,2024-08-18,Phone,Mobile Devices,3,322.59,213.16,967.77,145.17,1112.94,Saint Barthelemy,Store B,Brent Wise,Wholesale,Credit Card,0.0
FA-55513,81443,Richard Patel,2024-03-11,Phone,Mobile Devices,5,675.76,472.21,3378.8,506.82,3885.62,Tonga,Store B,Mia Zamora,Wholesale,Wire Transfer,0.1
FA-50130,77228,John Wright,2023-09-30,Laptop,Electronics,7,701.56,351.87,4910.92,736.64,5647.56,Ethiopia,Store C,Heather Walker,Corporate,Credit Card,0.0
FA-13965,9847,Janet Osborn,2023-12-13,Laptop,Electronics,3,49.6,36.14,148.8,22.32,171.12,Niue,Store A,Brian Brown,Wholesale,Wire Transfer,0.0
FA-49160,33070,Kimberly Baker,2023-03-09,Monitor,Electronics,10,732.06,458.51,7320.6,1098.09,8418.69,Armenia,Store A,Tracey Morales,Online,Credit Card,0.0
FA-20943,8124,Christine Howard,2024-09-10,Phone,Mobile Devices,9,562.12,383.28,5059.08,758.86,5817.94,Iran,Store C,Julie Oneill,Online,Cash,0.0
FA-48640,12835,Marie Davis.,2023-11-24,Mouse,Accessories,7,891.8,455.46,6242.6,936.39,7178.99,Argentina,Online Platform,Timothy Brown,Wholesale,Paypal,0.22
FA-48640,98348,Marie Davis.,2023-11-24,Mouse,Accessories,7,891.8,455.46,6242.6,936.39,7178.99,Monaco,Online Platform,Timothy Brown,Wholesale,Wire Transfer,0.0
FA-81242,31216,Dawn Cruz,2023-02-28,Monitor,Electronics,4,201.83,130.33,807.32,121.1,928.42,Morocco,Online Platform,Amy Wells,Retail,Wire Transfer,0.0
FA-33277,7831,Michael Brown,2024-01-03,Laptop,Electronics,7,563.06,344.45,3941.42,591.21,4532.63,Macedonia,Store C,Tiffany Dawson,Wholesale,Paypal,0.05
FA-33277,46443,Michael Brown,2024-01-03,Laptop,Electronics,7,563.06,344.45,3941.42,591.21,4532.63,Isle of Man,Store C,Tiffany Dawson,Wholesale,Wire Transfer,0.27
FA-1093,92996,Robert Jenkins,2023-10-21,Laptop,Electronics,-5,612.4,428.17,3062.0,459.3,-2288.84,Turkey,Store A,Bonnie Guzman,Retail,Wire Transfer,0.0
FA-1085,14351,Debra Best,2024-10-19,Laptop,Electronics,7,246.3,130.67,1724.1,258.61,1982.71,Myanmar,Store A,Steve Hawkins,Corporate,Paypal,0.3
FA-53464,96001,Kyle Gonzalez,2024-03-10,Keyboard,Accessories,9,816.05,560.32,7344.45,1101.67,8446.12,Gibraltar,Store A,Steven Mcclure,Retail,Wire Transfer,0.0
FA-38399,74593,Anthony Bailey,2024-03-19,Mouse,Accessories,2,636.65,508.79,1273.3,190.99,1464.29,Seychelles,Online Platform,Tracey Morales,Retail,Credit Card,0.0
FA-16322,94694,Michael Gibbs,2023-12-25,Monitor,Electronics,-2,523.87,393.22,1047.74,157.16,-882.68,Honduras,Online Platform,Cristina Shaw,Corporate,Wire Transfer,0.12
FA-83599,91038,Amanda Johnson,2023-11-26,Phone,Mobile Devices,7,101.23,69.06,708.61,106.29,814.9,Luxembourg,Store C,Brian Brown,Wholesale,Cash,0.0
FA-83599,83976,Amanda Johnson,2023-11-26,Phone,Mobile Devices,7,101.23,69.06,708.61,106.29,814.9,Paraguay,Store C,Brian Brown,Wholesale,Wire Transfer,0.0
FA-76790,6447,David Dillon,2024-01-15,Laptop,Electronics,9,645.55,390.21,5809.95,871.49,6681.44,Norfolk Island,Store B,Heather Walker,Corporate,Wire Transfer,0.27
FA-43610,58630,Lauren Mclean,2024-04-21,Monitor,Electronics,9,23.87,13.74,214.83,32.22,247.05,Zimbabwe,Store B,Tiffany Dawson,Corporate,Wire Transfer,0.0
FA-93977,3114,marie davis,2024-06-01,Tablet,Mobile Devices,9,768.7,503.35,6918.3,1037.74,7956.04,Guinea,Store A,Jonathan Singleton,Retail,Cash,0.0
FA-51881,14435,Ariel Cross,2023-12-03,Tablet,Mobile Devices,8,424.59,282.28,3396.72,509.51,3906.23,Uzbekistan,Store A,Barbara Williams,Online,Cash,0.0
FA-16352,86100,Douglas Flowers,2024-07-28,Laptop,Electronics,7,207.43,154.32,1452.01,217.8,1669.81,Guatemala,Online Platform,Kimberly Jackson,Retail,Cash,0.0
FA-5341,19111,Melissa Hardin,2023-01-07,Laptop,Electronics,6,840.68,565.62,5044.08,756.61,5800.69,Zambia,Store C,Mia Zamora,Online,Wire Transfer,0.0
FA-98495,3064,Courtney Ferguson,2024-10-04,Monitor,Electronics,4,589.17,340.48,2356.68,353.5,2710.18,Dominica,Online Platform,Carl Gutierrez,Corporate,Paypal,0.0
FA-95082,33736,Stephanie Randall,2023-12-19,Monitor,Electronics,1,228.22,156.72,228.22,34.23,262.45,Cameroon,Store C,Timothy Brown,Wholesale,Paypal,0.0
FA-94031,54413,Zachary Hester,2023-07-23,Keyboard,Accessories,1,254.53,165.79,254.53,38.18,292.71,Greece,Online Platform,Kelly Fisher,Retail,Wire Transfer,0.07
FA-27734,60675,Jose Bullock,2024-03-26,Phone,Mobile Devices,2,975.6,726.36,1951.2,292.68,2243.88,Lithuania,Store B,Erica Coleman,Corporate,Wire Transfer,0.0
FA-53135,25751,Garrett Williamson,2023-01-19,Monitor,Electronics,1,502.79,401.2,502.79,75.42,578.21,Greenland,Online Platform,Carl Gutierrez,Corporate,Paypal,0.0
FA-79112,84116,Amber Sanchez,2024-08-06,Keyboard,Accessories,5,64.07,35.83,320.35,48.05,368.4,Saint Lucia,Online Platform,Anna Dickerson,Wholesale,Cash,0.0
FA-83881,86748,Alicia Chen,2024-07-24,Monitor,Electronics,7,570.36,350.46,3992.52,598.88,4591.4,Czech Republic,Online Platform,Robert Nunez,Retail,Cash,0.0
FA-99086,26546,Jeffrey Phillips,2024-04-08,Laptop,Electronics,9,850.88,640.93,7657.92,1148.69,8806.61,Bangladesh,Online Platform,Brent Young,Corporate,Cash,0.19
FA-96694,16313,Caitlyn Horne,2023-03-22,Phone,Mobile Devices,6,271.8,204.87,1630.8,244.62,1875.42,Afghanistan,Store C,Robert Nunez,Wholesale,Wire Transfer,0.0
FA-44504,45911,Matthew Martin,2024-01-21,Laptop,Electronics,8,769.15,444.88,6153.2,922.98,7076.18,Malta,Store C,Jonathan Singleton,Online,Paypal,0.0
FA-45635,15437,Todd Gonzalez,2024-09-01,Laptop,Electronics,1,74.01,57.93,74.01,11.1,85.11,Bahrain,Store B,Dawn Mcdonald,Online,Cash,0.0
FA-28664,55987,Marie Davis.,2023-08-17,Phone,Mobile Devices,8,280.8,209.45,2246.4,336.96,2583.36,Mexico,Store A,Tracey Morales,Corporate,Wire Transfer,0.24
FA-96447,20336,Robin Martinez,2024-03-08,Phone,Mobile Devices,-7,154.81,114.16,1083.67,162.55,-1733.56,Austria,Store C,Rachel Ramirez,Online,Paypal,0.0
FA-47558,93494,Eileen Patterson,2023-08-02,Mouse,Accessories,2,131.76,69.65,263.52,39.53,303.05,Rwanda,Online Platform,Sara Baldwin,Corporate,Paypal,0.0
FA-32106,3816,Nicole Hobbs,2023-12-04,Phone,Mobile Devices,9,861.71,547.99,7755.39,1163.31,8918.7,Tunisia,Store B,Lucas Gordon,Wholesale,Credit Card,0.0
FA-4327,96647,Gregory Randall,2024-01-24,Phone,Mobile Devices,6,597.15,403.36,3582.9,537.43,4120.33,Congo,Store A,Amy Wells,Wholesale,Credit Card,0.0
FA-21808,16459,Eric Matthews,2023-04-19,Keyboard,Accessories,5,809.77,503.0,4048.85,607.33,4656.18,Honduras,Online Platform,Jonathan Singleton,Wholesale,Cash,0.21
FA-63827,43400,Daniel Middleton,2024-09-28,Mouse,Accessories,10,579.03,443.37,5790.3,868.54,6658.84,Palau,Online Platform,Bryan Perkins,Wholesale,Cash,0.0
FA-67164,3707,Mark Erickson,2024-10-14,Tablet,Mobile Devices,6,419.37,244.08,2516.22,377.43,2893.65,Saint Barthelemy,Online Platform,James Patterson,Wholesale,Wire Transfer,0.0
FA-72216,58893,Andrea Padilla,2023-11-07,Mouse,Accessories,3,485.57,256.22,1456.71,218.51,1675.22,Equatorial Guinea,Online Platform,Amy Wells,Online,Paypal,0.0
FA-72216,78406,Andrea Padilla,2023-11-07,Mouse,Accessories,3,485.57,256.22,1456.71,218.51,1675.22,Brunei Darussalam,Online Platform,Amy Wells,Online,Credit Card,0.0
FA-90389,31640,Marie davis,2024-09-14,Tablet,Mobile Devices,4,86.16,65.88,344.64,51.7,396.34,Kiribati,Store C,Mrs. Mary Alvarez MD,Retail,Wire Transfer,0.0
FA-87818,34552,Joseph Petersen,2024-04-19,Phone,Mobile Devices,1,313.67,176.14,313.67,47.05,360.72,Egypt,Store C,Brianna Hunt,Corporate,Credit Card,0.0
FA-62458,93915,Nichole Morris,2024-09-25,Keyboard,Accessories,-7,279.17,205.65,1954.19,293.13,-3200.82,Guinea,Online Platform,Brianna Hunt,Corporate,Wire Transfer,0.0
FA-19506,54737,Elizabeth Webb,2023-03-28,Phone,Mobile Devices,-2,517.71,311.36,1035.42,155.31,-2438.75,Dominican Republic,Store A,Barbara Williams,Online,Credit Card,0.0
FA-2679,57045,Angelica Oliver,2024-09-11,Laptop,Electronics,2,913.64,571.49,1827.28,274.09,2101.37,Congo,Store A,Theresa Yates,Retail,Credit Card,0.0
FA-74422,66180,Michele Lee,2023-07-26,Laptop,Electronics,6,372.82,249.14,2236.92,335.54,2572.46,Ireland,Store C,Anna Dickerson,Retail,Credit Card,0.0
FA-91498,87687,Terry Bradford,2023-11-14,Laptop,Electronics,8,583.21,394.81,4665.68,699.85,5365.53,Gabon,Store C,Robert Nunez,Online,Credit Card,0.13
FA-14708,28709,Zachary Cross,2024-10-05,Mouse,Accessories,1,457.66,351.24,457.66,68.65,526.31,Fiji,Store B,Carl Gutierrez,Retail,Wire Transfer,0.0
FA-33286,14088,Michael Boyd,2023-02-18,Tablet,Mobile Devices,7,993.05,788.85,6951.35,1042.7,7994.05,Sudan,Store C,Kristen Howard,Corporate,Paypal,0.0
FA-15437,38556,James Ray,2023-09-09,Monitor,Electronics,10,128.6,70.93,1286.0,192.9,1478.9,Indonesia,Online Platform,Timothy Walter,Retail,Credit Card,0.0
FA-63813,71951,Wendy Hardin,2024-05-06,Monitor,Electronics,3,665.05,405.29,1995.15,299.27,2294.42,Cook Islands,Store B,Mrs. Mary Alvarez MD,Retail,Credit Card,0.15
FA-29769,88980,Jonathan Thomas,2023-08-19,Monitor,Electronics,2,271.54,140.31,543.08,81.46,624.54,Mongolia,Store B,Timothy Walter,Corporate,Cash,0.0
FA-98825,84729,Tiffany Hall,2024-09-18,Mouse,Accessories,8,209.03,106.16,1672.24,250.84,1923.08,Czech Republic,Store A,Melissa Smith,Retail,Credit Card,0.0
FA-35738,63604,Roger Smith,2024-03-16,Tablet,Mobile Devices,9,101.11,59.91,909.99,136.5,1046.49,Iran,Store B,Rachel Ramirez,Corporate,Wire Transfer,0.29
FA-17183,62789,Joshua Macdonald,2023-04-06,Mouse,Accessories,9,652.4,445.83,5871.6,880.74,6752.34,Kyrgyz Republic,Store A,Julie Oneill,Retail,Cash,0.0
FA-37410,89876,Heather Miller,2024-04-13,Laptop,Electronics,7,42.84,30.38,299.88,44.98,344.86,Korea,Store C,Timothy Walter,Corporate,Paypal,0.27
FA-12822,3056,Kirk Smith,2023-05-07,Keyboard,Accessories,6,55.23,37.63,331.38,49.71,381.09,Swaziland,Store B,Heather Walker,Corporate,Cash,0.0
FA-68867,78280,Todd Salazar,2023-07-07,Mouse,Accessories,3,52.67,26.58,158.01,23.7,181.71,Bulgaria,Store B,Melissa Thompson,Online,Paypal,0.0
FA-17333,43942,Veronica Ortega,2023-03-19,Laptop,Electronics,2,523.44,310.75,1046.88,157.03,1203.91,United States Minor Outlying Islands,Store B,Kara Jones,Online,Credit Card,0.0
FA-31005,94136,Emma Rogers,2024-08-13,Keyboard,Accessories,2,352.45,197.81,704.9,105.73,810.63,Maldives,Store C,Kelly Fisher,Retail,Wire Transfer,0.0
FA-85640,16298,Michelle Cooper,2023-10-14,Monitor,Electronics,10,560.27,321.3,5602.7,840.4,6443.1,Macao,Online Platform,Rachel Ramirez,Retail,Credit Card,0.0
FA-45342,27863,Thomas Perez,2023-01-27,Keyboard,Accessories,-6,854.02,524.09,5124.12,768.62,-1511.03,Malaysia,Store C,Kimberly Jackson,Online,Paypal,0.0
FA-16449,51697,Rebecca Wilson,2023-04-19,Monitor,Electronics,1,903.33,489.37,903.33,135.5,1038.83,Dominican Republic,Store A,Amy Wells,Retail,Cash,0.0
FA-89413,31047,Michael Barker,2023-08-08,Keyboard,Accessories,3,918.46,558.37,2755.38,413.31,3168.69,Papua New Guinea,Store A,Joseph Lewis,Wholesale,Credit Card,0.02
FA-50486,30135,David Nielsen,2024-04-12,Laptop,Electronics,8,76.79,51.2,614.32,92.15,706.47,Libyan Arab Jamahiriya,Store B,Bonnie Guzman,Wholesale,Cash,0.0
FA-79114,87708,Hayley Hodges,2024-08-24,Tablet,Mobile Devices,1,673.37,349.74,673.37,101.01,774.38,Latvia,Store C,Caleb Pope,Corporate,Credit Card,0.0
FA-76290,97785,Paul Huynh,2024-04-30,Mouse,Accessories,10,579.04,374.73,5790.4,868.56,6658.96,Israel,Store C,Bonnie Guzman,Retail,Paypal,0.0
FA-7851,54850,Kristin Everett,2023-11-26,Mouse,Accessories,8,174.51,92.1,1396.08,209.41,1605.49,Saint Vincent and the Grenadines,Online Platform,Tonya Walls,Wholesale,Credit Card,0.1
FA-33735,48208,Jennifer Acosta,2023-02-11,Keyboard,Accessories,8,33.69,16.85,269.52,40.43,309.95,Finland,Store A,Sara Baldwin,Online,Wire Transfer,0.0
FA-39648,18278,Tony Hernandez,2023-05-26,Monitor,Electronics,7,148.91,110.94,1042.37,156.36,1198.73,United Kingdom,Store A,Tonya Walls,Corporate,Cash,0.29
FA-39648,99049,Tony Hernandez,2023-05-26,Monitor,Electronics,7,148.91,110.94,1042.37,156.36,1198.73,Iran,Store A,Tonya Walls,Corporate,Paypal,0.0
FA-21944,36549,Samuel Morgan,2024-01-07,Tablet,Mobile Devices,5,549.61,294.41,2748.05,412.21,3160.26,Russian Federation,Store C,Heather Walker,Online,Cash,0.16
FA-58237,59938,Tamara Reese,2024-06-29,Keyboard,Accessories,6,172.99,99.33,1037.94,155.69,1193.63,Congo,Online Platform,Steven Mcclure,Retail,Credit Card,0.0
FA-83032,53937,Benjamin Thompson,2024-01-22,Tablet,Mobile Devices,3,737.33,370.62,2211.99,331.8,2543.79,Anguilla,Store B,Erica Coleman,Corporate,Paypal,0.0
FA-55154,70942,John Glenn,2023-06-30,Laptop,Electronics,7,346.06,265.87,2422.42,363.36,2785.78,Kenya,Store B,Melissa Smith,Corporate,Credit Card,0.04
FA-89364,37055,Warren Martin,2023-01-26,Tablet,Mobile Devices,4,822.96,472.84,3291.84,493.78,3785.62,Cape Verde,Store B,Joseph Lewis,Wholesale,Cash,0.0
FA-89364,50074,Warren Martin,2023-01-26,Tablet,Mobile Devices,4,822.96,472.84,3291.84,493.78,3785.62,Botswana,Store B,Joseph Lewis,Wholesale,Cash,0.0
FA-55233,59232,David Gardner,2024-07-27,Laptop,Electronics,5,450.54,310.42,2252.7,337.9,2590.6,Dominica,Store A,Caleb Pope,Retail,Paypal,0.0
FA-6810,30722,Richard Casey,2024-08-28,Tablet,Mobile Devices,10,976.43,674.91,9764.3,1464.64,11228.94,Greenland,Store C,Melissa Smith,Online,Wire Transfer,0.0
FA-52849,53530,Matthew Jordan,2024-06-02,Keyboard,Accessories,10,154.05,120.22,1540.5,231.07,1771.57,Haiti,Online Platform,Lucas Gordon,Wholesale,Cash,0.0
FA-52849,6654,Matthew Jordan,2024-06-02,Keyboard,Accessories,10,154.05,120.22,1540.5,231.07,1771.57,Montserrat,Online Platform,Lucas Gordon,Wholesale,Wire Transfer,0.0
FA-70000,3130,Barbara Shannon,2023-10-20,Mouse,Accessories,-8,700.77,360.93,5606.16,840.92,-526.31,Bhutan,Store A,Nicole Bell,Retail,Cash,0.0
FA-74700,59965,Holly Wilson MD,2024-09-29,Keyboard,Accessories,-8,449.04,326.81,3592.32,538.85,-6542.03,Guam,Store C,Kelsey Turner,Retail,Credit Card,0.0
FA-22955,24803,Jessica Chandler,2024-08-08,Laptop,Electronics,1,28.71,16.97,28.71,4.31,33.02,Cape Verde,Online Platform,James Patterson,Wholesale,Paypal,0.15
FA-85917,70887,Charles Freeman,2024-01-25,Keyboard,Accessories,4,36.08,26.62,144.32,21.65,165.97,Barbados,Store C,Anthony Miller,Retail,Credit Card,0.0
FA-3589,50176,Julie Smith,2023-02-18,Laptop,Electronics,4,52.53,35.6,210.12,31.52,241.64,Bangladesh,Store A,Jacqueline Rodriguez,Retail,Wire Transfer,0.04
FA-54014,56055,Lori Hall,2024-09-16,Phone,Mobile Devices,2,845.65,552.77,1691.3,253.69,1944.99,Kiribati,Store B,Sara Baldwin,Online,Wire Transfer,0.0
FA-78538,73406,Victoria Gonzalez,2024-02-07,Tablet,Mobile Devices,10,848.12,630.86,8481.2,1272.18,9753.38,Holy See (Vatican City State),Store A,Caleb Pope,Corporate,Paypal,0.08
FA-82853,63649,Bradley Lee,2024-07-18,Monitor,Electronics,6,631.62,500.81,3789.72,568.46,4358.18,Pitcairn Islands,Store C,Bonnie Guzman,Wholesale,Wire Transfer,0.19
FA-69847,70767,Madison Johnson,2023-08-12,Monitor,Electronics,10,666.79,513.23,6667.9,1000.18,7668.08,Bouvet Island (Bouvetoya),Online Platform,Bryan Perkins,Wholesale,Wire Transfer,0.16
FA-94179,2719,Samantha Davis,2023-08-26,Mouse,Accessories,6,978.48,697.45,5870.88,880.63,6751.51,Liberia,Store C,Kelsey Turner,Online,Cash,0.0
FA-34156,95377,Cody Walker,2024-01-30,Laptop,Electronics,10,736.32,430.49,7363.2,1104.48,8467.68,Christmas Island,Store A,Erica Coleman,Online,Wire Transfer,0.0
FA-96132,30283,Elizabeth Miller,2023-07-01,Laptop,Electronics,3,364.34,240.48,1093.02,163.95,1256.97,Austria,Store C,Melissa Smith,Corporate,Wire Transfer,0.0
FA-40855,44361,Kenneth Wheeler,2024-02-15,Phone,Mobile Devices,1,695.73,471.42,695.73,104.36,800.09,Guernsey,Store B,Anna Dickerson,Retail,Paypal,0.0
FA-71643,67061,Jennifer Conner,2023-06-14,Laptop,Electronics,9,445.04,301.09,4005.36,600.8,4606.16,United Arab Emirates,Store B,Anna Dickerson,Wholesale,Wire Transfer,0.21
FA-11688,56968,Marie Davis,2023-06-13,Keyboard,Accessories,4,806.71,474.53,3226.84,484.03,3710.87,Macedonia,Online Platform,Timothy Brown,Retail,Credit Card,0.0
FA-45211,69393,Jessica Davis,2023-02-05,Phone,Mobile Devices,1,534.46,281.0,534.46,80.17,614.63,Uzbekistan,Store A,Amy Wells,Wholesale,Paypal,0.29
FA-99829,82548,Lindsey Villegas,2023-08-07,Phone,Mobile Devices,8,641.12,413.33,5128.96,769.34,5898.3,Samoa,Online Platform,Mia Zamora,Wholesale,Cash,0.08
FA-76281,45822,Kristin Warren,2024-08-18,Laptop,Electronics,10,735.02,413.75,7350.2,1102.53,8452.73,Thailand,Store C,Mrs. Mary Alvarez MD,Wholesale,Wire Transfer,0.0
FA-73675,79955,Theresa Sanchez,2023-11-17,Phone,Mobile Devices,-1,938.29,686.45,938.29,140.74,-4144.42,Congo,Store A,Nicole Bell,Online,Wire Transfer,0.0
FA-2467,1939,Lori Nguyen,2023-12-20,Laptop,Electronics,9,833.78,523.14,7504.02,1125.6,8629.62,Sierra Leone,Store B,Brent Young,Wholesale,Cash,0.09
FA-92249,43837,Benjamin Wheeler,2023-06-02,Laptop,Electronics,5,260.9,175.49,1304.5,195.67,1500.17,Guadeloupe,Store A,Jacqueline Rodriguez,Corporate,Paypal,0.21
FA-1543,11582,Brett Walker,2024-10-02,Monitor,Electronics,4,135.72,86.42,542.88,81.43,624.31,Myanmar,Store A,Kimberly Jackson,Online,Cash,0.02
FA-91422,56166,Justin Davidson MD,2023-04-26,Phone,Mobile Devices,7,831.63,437.52,5821.41,873.21,6694.62,Saint Vincent and the Grenadines,Store C,Cristina Shaw,Wholesale,Cash,0.0
FA-38050,55985,Jimmy Torres,2024-08-21,Phone,Mobile Devices,4,177.55,96.51,710.2,106.53,816.73,Montenegro,Store A,Brian Brown,Retail,Credit Card,0.2
FA-99762,64623,Adam Arnold,2024-02-12,Mouse,Accessories,5,360.02,227.78,1800.1,270.01,2070.11,Svalbard & Jan Mayen Islands,Store A,Bonnie Guzman,Online,Wire Transfer,0.0
FA-2168,90170,Gary Frazier,2023-09-02,Tablet,Mobile Devices,5,74.27,46.69,371.35,55.7,427.05,Cameroon,Online Platform,Kara Jones,Corporate,Cash,0.0
FA-91764,11208,Jason Shaw,2023-08-12,Mouse,Accessories,4,27.19,16.2,108.76,16.31,125.07,Hungary,Store B,Rachel Ramirez,Online,Wire Transfer,0.0
FA-44796,93847,Mr. Nicholas Carter,2023-10-20,Tablet,Mobile Devices,2,248.96,178.23,497.92,74.69,572.61,Dominican Republic,Online Platform,Thomas Anderson,Retail,Wire Transfer,0.0
FA-44796,18342,Mr. Nicholas Carter,2023-10-20,Tablet,Mobile Devices,-2,248.96,178.23,497.92,74.69,-1244.94,Saint Martin,Online Platform,Thomas Anderson,Retail,Paypal,0.13
FA-14657,19638,Brandi Perez,2024-04-08,Monitor,Electronics,2,355.17,274.14,710.34,106.55,816.89,Macedonia,Store C,Amy Wells,Corporate,Paypal,0.07
FA-14657,94467,Brandi Perez,2024-04-08,Monitor,Electronics,2,355.17,274.14,710.34,106.55,816.89,Cocos (Keeling) Islands,Store C,Amy Wells,Corporate,Credit Card,0.0
FA-43573,96137,Lindsey Garcia,2023-04-29,Mouse,Accessories,2,174.22,120.99,348.44,52.27,400.71,Guadeloupe,Store A,Theresa Yates,Wholesale,Wire Transfer,0.05
FA-26077,7967,Robert Sims,2023-03-18,Tablet,Mobile Devices,-5,734.83,452.88,3674.15,551.12,-3231.39,Vietnam,Store A,Brianna Hunt,Wholesale,Cash,0.0
FA-13870,41054,marie davis,2024-04-16,Tablet,Mobile Devices,10,399.49,274.11,3994.9,599.24,4594.14,Comoros,Store A,Tiffany Dawson,Wholesale,Wire Transfer,0.0
FA-44284,94410,Aaron Johnson,2023-09-03,Mouse,Accessories,8,508.67,356.42,4069.36,610.4,4679.76,Maldives,Store A,Steve Hawkins,Corporate,Cash,0.0
FA-33476,92453,Kelly Garcia,2023-09-16,Keyboard,Accessories,10,209.8,110.76,2098.0,314.7,2412.7,Pakistan,Store A,Kelsey Turner,Corporate,Wire Transfer,0.0
FA-12758,6495,Jason Wells,2024-03-02,Tablet,Mobile Devices,1,45.23,24.59,45.23,6.78,52.01,Sierra Leone,Store A,James Patterson,Online,Cash,0.07
FA-75642,78268,Regina Summers,2023-07-03,Laptop,Electronics,5,280.33,156.61,1401.65,210.25,1611.9,Cook Islands,Store C,Julie Oneill,Wholesale,Paypal,0.15
FA-75642,7367,Regina Summers,2023-07-03,Laptop,Electronics,-5,280.33,156.61,1401.65,210.25,-5259.73,Liberia,Store C,Julie Oneill,Wholesale,Cash,0.0
FA-80744,59455,Michelle Meadows,2023-03-07,Keyboard,Accessories,5,646.37,504.29,3231.85,484.78,3716.63,Cape Verde,Store B,Anna Dickerson,Wholesale,Wire Transfer,0.0
FA-99984,18100,Hannah Glover,2023-10-26,Mouse,Accessories,4,219.85,124.26,879.4,131.91,1011.31,Anguilla,Online Platform,Darin Evans,Online,Paypal,0.0
FA-81674,17325,Joshua Bates,2023-09-22,Keyboard,Accessories,5,96.61,72.18,483.05,72.46,555.51,Timor-Leste,Store C,Kelly Fisher,Corporate,Wire Transfer,0.07
FA-14166,72469,Margaret Hernandez,2023-09-25,Mouse,Accessories,10,201.36,139.18,2013.6,302.04,2315.64,Greenland,Store C,Kara Jones,Online,Cash,0.0
FA-69087,30797,Michael Williams,2023-12-25,Keyboard,Accessories,6,548.62,404.92,3291.72,493.76,3785.48,Montenegro,Store B,Melissa Smith,Corporate,Credit Card,0.0
